Numeracao_geral	Numeracao_p_analise	Localizacao	ponto	numeracao_animal	tcmax_final	LogCTM	Taxon	Classe	Ordem	Famila	Sub-Familia	Genero	Especie	Sexo	Nofly/Fly	Habitat	Latitude	Longitude	Altitude	Localidade	Temperatura	TempAR	TempSOLO	Peso (g)
1664	4	4.0	6	197	46.00	1.66	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.783	-60.294	71	FazExpUFAM		26.2	25	0.0001
1665	4	4.0	6	198	46.00	1.66	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.783	-60.294	71	FazExpUFAM		26.2	25	0.0001
1666	4	4.0	6	199	46.00	1.66	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.783	-60.294	71	FazExpUFAM		26.2	25	0.0001
1667	4	4.0	6	200	46.00	1.66	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.783	-60.294	71	FazExpUFAM		26.2	25	0.0001
1668	4	4.0	6	201	46.00	1.66	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.783	-60.294	71	FazExpUFAM		26.2	25	0.0001
1669	4	4.0	6	202	46.00	1.66	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.783	-60.294	71	FazExpUFAM		26.2	25	0.0001
1670	4	4.0	6	203	48.00	1.68	Artrhopoda	Arachnida	Araneae	Theridiidae	0	0	0	0	No	Amazonia	-2.783	-60.294	71	FazExpUFAM		26.2	25	0.0001
1671	4	4.0	6	204	51.50	1.71	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.783	-60.294	71	FazExpUFAM		26.2	25	0.0001
1672	4	4.0	7	205	41.50	1.62	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1673	4	4.0	7	206	40.50	1.61	Artrhopoda	Insecta	Hymenoptera	Formicidae	Formicinae	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1674	4	4.0	7	207	42.00	1.62	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1678	4	4.0	7	211	44.00	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1679	4	4.0	7	212	44.00	1.64	Artrhopoda	Arachnida	Araneae	Salticidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1680	4	4.0	7	213	44.00	1.64	Artrhopoda	Arachnida	Araneae	Araneidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1681	4	4.0	7	214	39.00	1.59	Artrhopoda	Arachnida	Araneae	Sparassidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1682	4	4.0	7	215	40.00	1.60	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1683	4	4.0	7	216	40.00	1.60	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1684	4	4.0	7	217	43.50	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1685	4	4.0	7	218	44.00	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1686	4	4.0	7	219	44.00	1.64	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1687	4	4.0	7	220	44.00	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1688	4	4.0	7	221	44.00	1.64	Artrhopoda	Arachnida	Araneae	Salticidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1689	4	4.0	7	222	48.00	1.68	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1690	4	4.0	7	223	39.00	1.59	Artrhopoda	Diplopoda	Polydesmida	Fuhrmanodesmidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1691	4	4.0	7	224	42.00	1.62	Artrhopoda	Diplopoda	Polydesmida	Stemmiulida	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1693	4	4.0	7	226	44.50	1.65	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1694	4	4.0	7	227	46.00	1.66	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1695	4	4.0	7	228	46.50	1.67	Artrhopoda	Arachnida	Araneae	Araneidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1696	4	4.0	7	229	41.00	1.61	Artrhopoda	Insecta	Hemiptera	Heteroptera	0	0	0	0	Yes	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1697	4	4.0	7	230	42.00	1.62	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1699	4	4.0	7	232	43.50	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1700	4	4.0	7	233	44.00	1.64	Artrhopoda	Arachnida	 Pseudoscorpionida	0	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1702	4	4.0	7	235	44.00	1.64	Artrhopoda	Arachnida	 Pseudoscorpionida	0	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1703	4	4.0	7	236	44.00	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1704	4	4.0	7	237	44.00	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1705	4	4.0	7	238	47.00	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Amazonia	-2.807	-60.077	76	FazExpUFAM		26.5	26	0.0001
1706	4	4.0	8	239	42.50	1.63	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1708	4	4.0	8	241	43.50	1.64	Artrhopoda	Arachnida	 Pseudoscorpionida	0	0	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1709	4	4.0	8	242	44.00	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1710	4	4.0	8	243	45.00	1.65	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1712	4	4.0	8	245	45.50	1.66	Artrhopoda	Insecta	Hymenoptera	Formicidae	Dorylinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1713	4	4.0	8	246	46.50	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1714	4	4.0	8	247	46.50	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	Dorylinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1715	4	4.0	8	248	48.00	1.68	Artrhopoda	Insecta	Hymenoptera	Formicidae	Dorylinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1720	4	4.0	8	253	45.00	1.65	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1721	4	4.0	8	254	45.00	1.65	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1723	4	4.0	8	256	45.00	1.65	Artrhopoda	Insecta	Hymenoptera	Formicidae	Dorylinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1724	4	4.0	8	257	45.00	1.65	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1725	4	4.0	8	258	45.00	1.65	Artrhopoda	Insecta	Hymenoptera	Formicidae	Dorylinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1726	4	4.0	8	259	45.00	1.65	Artrhopoda	Insecta	Hymenoptera	Formicidae	Dorylinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1727	4	4.0	8	260	46.00	1.66	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1728	4	4.0	8	261	48.00	1.68	Artrhopoda	Arachnida	Araneae	Lycosidae	0	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0016
1730	4	4.0	8	263	43.00	1.63	Artrhopoda	Insecta	Hymenoptera	Formicidae	Formicinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1731	4	4.0	8	264	43.00	1.63	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1732	4	4.0	8	265	44.00	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	Formicinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1733	4	4.0	8	266	45.00	1.65	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Caatinga	-2.756	-60.293	71	FazExpUFAM		28	26	0.0006
1734	4	4.0	8	267	46.00	1.66	Artrhopoda	Arachnida	Araneae	Salticidae	0	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1735	4	4.0	8	268	46.00	1.66	Artrhopoda	Arachnida	Araneae	Segestriidae	0	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0009
1736	4	4.0	8	269	47.00	1.67	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1737	4	4.0	8	270	47.50	1.68	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0001
1738	4	4.0	8	271	47.50	1.68	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Amazonia	-2.756	-60.293	71	FazExpUFAM		28	26	0.0016
1740	4	4.0	9	273	40.00	1.60	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1741	4	4.0	9	274	45.00	1.65	Artrhopoda	Arachnida	Araneae	Nemesiidae	0	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1742	4	4.0	9	275	45.00	1.65	Artrhopoda	Arachnida	Araneae	Salticidae	0	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1743	4	4.0	9	276	48.50	1.69	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1744	4	4.0	9	277	49.50	1.69	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1745	4	4.0	9	278	42.00	1.62	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1747	4	4.0	9	280	45.00	1.65	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1748	4	4.0	9	281	45.00	1.65	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1749	4	4.0	9	282	47.50	1.68	Artrhopoda	Arachnida	Araneae	Salticidae	0	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1750	4	4.0	9	283	48.00	1.68	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1751	4	4.0	9	284	48.00	1.68	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1752	4	4.0	9	285	49.50	1.69	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1753	4	4.0	9	286	39.00	1.59	Artrhopoda	Arachnida	Araneae	Theridiidae	0	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1754	4	4.0	9	287	40.00	1.60	Artrhopoda	Diplopoda	Polydesmida	Fuhrmanodesmidae	0	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1757	4	4.0	9	290	41.00	1.61	Artrhopoda	Arachnida	Araneae	Pholcidae	0	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1758	4	4.0	9	291	42.00	1.62	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1759	4	4.0	9	292	45.00	1.65	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1761	4	4.0	9	294	48.00	1.68	Artrhopoda	Arachnida	Araneae	Araneidae	0	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1762	4	4.0	9	295	49.50	1.69	Artrhopoda	Arachnida	Araneae	Salticidae	0	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1763	4	4.0	9	296	42.50	1.63	Artrhopoda	Malacostraca	Isopoda	0	0	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1764	4	4.0	9	297	44.50	1.65	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1766	4	4.0	9	299	46.00	1.66	Artrhopoda	Arachnida	Araneae	Zodariidae	0	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0031
1767	4	4.0	9	300	48.00	1.68	Artrhopoda	Arachnida	Araneae	Theraphosidae	0	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1768	4	4.0	9	301	49.00	1.69	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1769	4	4.0	9	302	49.50	1.69	Artrhopoda	Arachnida	Araneae	Zodariidae	0	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0010
1770	4	4.0	9	303	54.50	1.74	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1771	4	4.0	9	304	54.50	1.74	Artrhopoda	Insecta	Hemiptera	0	0	0	0	0	Yes	Amazonia	-2.741	-60.244	71	FazExpUFAM		27.8	26	0.0001
1774	4	4.0	10	309	44.00	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1775	4	4.0	10	310	44.00	1.64	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1776	4	4.0	10	311	46.00	1.66	Artrhopoda	Arachnida	Araneae	Sparassidae	0	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0016
1777	4	4.0	10	312	47.00	1.67	Artrhopoda	Arachnida	Araneae	Araneidae	0	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1780	4	4.0	10	315	41.00	1.61	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	Acromyrmes	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1782	4	4.0	10	317	41.00	1.61	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1784	4	4.0	10	319	43.50	1.64	Artrhopoda	Arachnida	Araneae	Salticidae	0	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1785	4	4.0	10	320	45.00	1.65	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1786	4	4.0	10	321	48.00	1.68	Artrhopoda	Arachnida	Araneae	Araneidae	0	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1789	4	4.0	10	324	42.50	1.63	Artrhopoda	Insecta	Orthoptera 	Gryllidade	0	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1792	4	4.0	10	327	45.00	1.65	Artrhopoda	Insecta	Hymenoptera	Formicidae	0	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1793	4	4.0	10	328	46.00	1.66	Artrhopoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1794	4	4.0	10	329	46.00	1.66	Artrhopoda	Arachnida	Araneae	Corinnidae	0	0	0	0	No	MataAtlantica	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1796	4	4.0	10	331	49.00	1.69	Artrhopoda	Arachnida	Araneae	Salticidae	0	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1797	4	4.0	10	332	45.50	1.66	Artrhopoda	Arachnida	Araneae	Linyphiidae	0	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1798	4	4.0	10	333	45.00	1.65	Artrhopoda	Arachnida	Araneae	Theridiidae	0	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1799	4	4.0	10	334	46.00	1.66	Artrhopoda	Arachnida	Araneae	Ctenidae	0	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1800	4	4.0	10	335	46.00	1.66	Artrhopoda	Arachnida	Araneae	Salticidae	0	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1801	4	4.0	10	336	46.00	1.66	Artrhopoda	Arachnida	Araneae	Nemesiidae	0	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0001
1804	4	4.0	10	339	42.00	1.62	Artrhopoda	Arachnida	Araneae	Sparassidae	0	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0019
1805	4	4.0	10	340	42.00	1.62	Artrhopoda	Arachnida	Araneae	Sparassidae	0	0	0	0	No	Amazonia	-2.819	-60.099	76	FazExpUFAM		26.9	25	0.0050
1806	5	5.0	1	1	45.50	1.66	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-6.064	-36.868	106	FazSaoMiguelAngicos			56	0.0010
1807	5	5.0	1	2	47.00	1.67	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-6.064	-36.868	106	FazSaoMiguelAngicos			56	0.0001
1808	5	5.0	1	3	50.50	1.70	Artrhopoda	Insecta	Isoptera	0	0	0	0	0	No	Caatinga	-6.064	-36.868	106	FazSaoMiguelAngicos			56	0.0001
1809	5	5.0	1	4	52.50	1.72	Artrhopoda	Arachnida	 Pseudoscorpionida	0	0	0	0	0	No	Caatinga	-6.064	-36.868	106	FazSaoMiguelAngicos			56	0.0001
1810	5	5.0	1	5	47.50	1.68	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-6.064	-36.868	106	FazSaoMiguelAngicos			56	0.0001
1811	5	5.0	1	6	48.50	1.69	Artrhopoda	Arachnida	 Pseudoscorpionida	0	0	0	0	0	No	Caatinga	-6.064	-36.868	106	FazSaoMiguelAngicos			56	0.0001
1812	5	5.0	1	7	56.50	1.75	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-6.064	-36.868	106	FazSaoMiguelAngicos			56	0.0001
1814	5	5.0	1	9	40.00	1.60	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-6.064	-36.868	106	FazSaoMiguelAngicos			56	0.0001
1815	5	5.0	1	10	53.00	1.72	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-6.064	-36.868	106	FazSaoMiguelAngicos			56	0.0001
1816	5	5.0	1	11	57.00	1.76	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-6.064	-36.868	106	FazSaoMiguelAngicos			56	0.0001
1817	5	5.0	2	12	42.00	1.62	Artrhopoda	Insecta	Blattodea	0	0	0	0	0	Yes	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1818	5	5.0	2	13	43.00	1.63	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1819	5	5.0	2	14	48.00	1.68	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1820	5	5.0	2	15	48.00	1.68	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1821	5	5.0	2	16	48.50	1.69	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1822	5	5.0	2	17	49.00	1.69	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1823	5	5.0	2	18	49.00	1.69	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1824	5	5.0	2	19	49.50	1.69	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1825	5	5.0	2	20	50.00	1.70	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1826	5	5.0	2	21	50.50	1.70	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1827	5	5.0	2	22	51.00	1.71	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1828	5	5.0	2	23	51.00	1.71	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1829	5	5.0	2	24	51.50	1.71	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1830	5	5.0	2	25	46.50	1.67	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1831	5	5.0	2	26	52.50	1.72	Artrhopoda	Diplopoda	Spirobolida	Spirobolidae	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1832	5	5.0	2	27	55.50	1.74	Artrhopoda	Arachnida	Araneae	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1833	5	5.0	2	28	55.50	1.74	Artrhopoda	Insecta	Coleoptera	0	0	0	0	0	Yes	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1834	5	5.0	2	29	55.50	1.74	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1835	5	5.0	2	30	56.50	1.75	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1836	5	5.0	2	31	56.50	1.75	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1837	5	5.0	2	32	56.50	1.75	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1838	5	5.0	2	33	57.00	1.76	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
1839	5	5.0	2	34	57.00	1.76	Artrhopoda	Insecta	Zygentoma	0	0	0	0	0	No	Caatinga	-5.808	-36.554	150	FazSaoMiguelAngicos			30.5	0.0001
